Título,Vínculo,Fecha,Contenido
"Mejoran ingresos de mujeres, pero persiste brecha salarial; se les dificulta cubrir horas extras",https://www.jornada.com.mx/2024/04/02/politica/012n2pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Los incrementos al salario mínimo han ayudado a impulsar el sueldo de las mujeres trabajadoras, en particular de aquellas que menos ganan; sin embargo, aún persisten las brechas de participación y salariales con respecto a los hombres derivadas de condiciones sociodemográficas como estado civil, presencia de infantes, grado de estudio y flexibilidad para cubrir horas extras, factores que afectan sus ingresos."
Oficina comercial de EU pide nueva revisión laboral en NL,https://www.jornada.com.mx/2024/04/02/economia/018n3eco?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El gobierno de Estados Unidos solicitó al de México que revise las acusaciones de que una fábrica de piezas en Nuevo León impidió a los trabajadores ejercer sus derechos laborales, informó el lunes la oficina del representante comercial de Estados Unidos."
Estudiantes de la FES Aragón entregan hoy las instalaciones,https://www.jornada.com.mx/2024/04/02/politica/012n3pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Tras dos semanas de paro en la Facultad de Estudios Superiores (FES) Aragón, las autoridades universitarias recibirán las instalaciones este martes, luego de lograr un acuerdo con los estudiantes que ocuparon el plantel. La dirección informó a la comunidad que “una vez atendidas todas las peticiones derivadas de los pliegos presentados por la representación estudiantil” se determinó devolver las instalaciones de la FES. Una vez que la facultad sea reabierta, se hará una revisión de todo el campus, salones, laboratorios y edificios para verificar que todo se encuentre en orden y así notificar la fecha en la que se retomarán las actividades académicas. El 14 de marzo los estudiantes cerraron la escuela y en asamblea decidieron mantener un paro indefinido, pero se estima que mañana regresen a clases con normalidad."
En Tijuana frustran el cruce de 63 extranjeros hacia EU,https://www.jornada.com.mx/2024/04/02/politica/007n3pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Un grupo de 63 migrantes, entre ellos dos menores, fueron detenidos la madrugada de ayer por agentes municipales y de la Guardia Nacional (GN) cuando intentaban cruzar de Tijuana, Baja California, a California, Estados Unidos. Los extranjeros son originarios de Mauritania, Somalia, Ecuador, Egipto, Yemen, Etiopía, Brasil, Marruecos, Irak, Paquistán e India."
Rescata la SRE a 34 mexicanos ante la crisis general en Haití,https://www.jornada.com.mx/2024/04/02/politica/009n2pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","La decisión de repatriar a 34 connacionales que residían en Haití obedeció a la grave situación social que enfrenta esa nación, aun cuando está gobernada por un consejo presidencial de transición integrado por siete personas, pero no hay garantías para resguardar la integridad de los mexicanos en el país caribeño, afirmó la secretaria de Relaciones Exteriores, Alicia Bárcena."
Trump consigue fianza,https://www.jornada.com.mx/2024/04/02/mundo/023n4mun?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Donald Trump (en imagen de archivo) pagó ayer una fianza de 175 millones de dólares en un juicio civil por fraude en Nueva York, con lo que evitó el cobro de los más de 454 millones de dólares que debe y que el Estado incaute sus bienes para saldar la deuda en lo que impugna el fallo. Un tribunal de apelaciones había dado al ex jefe de la Casa Blanca un plazo de 10 días para conseguir el monto después de que un panel de jueces acordó el mes pasado reducir la cantidad necesaria para frenar la ejecución de la sentencia. La compañía que aseguró la fianza es Knight Speciality Insurance, que es parte de Knight Insurance Group. El presidente de la empresa, el multimillonario Don Hankey, declaró a Ap que se emplearon efectivo y bonos como garantía."
Ronel Blanco lanza juego sin hit ni carrera en triunfo de Astros,https://www.jornada.com.mx/2024/04/02/deportes/a11n2dep?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Houston. Ronel Blanco entró en los libros de historia de las Grandes Ligas. En apenas su octava apertura, el derecho dominicano de 30 años logró un juego sin hit ni carrera en la victoria de los Astros de Houston 10-0 sobre los Azulejos de Toronto."
Ceden paso al peatón,https://www.jornada.com.mx/2024/04/02/politica/011n4pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT",
Reclutas del servicio militar no serán enviados a Ucrania: Defensa rusa,https://www.jornada.com.mx/2024/04/02/mundo/021n2mun?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Moscú. La campaña de primavera para reclutar a 150 mil rusos en edad de hacer el servicio militar obligatorio, que a partir de este año es de los 18 a los 30 años, comenzó ayer y debe concluir a mediados de julio, según establece el decreto emitido el domingo anterior por el presidente Vladimir Putin."
Investiga el IECM 28 quejas del retiro de propaganda por cuadrillas embozadas,https://www.jornada.com.mx/2024/04/02/capital/027n1cap?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El Instituto Electoral de la Ciudad de México (IECM) trae en la mira a supuestas cuadrillas que, amparadas en el anonimato, se dedican a retirar propaganda electoral durante las madrugadas."
Corrupción amenaza esfuerzos contra el cambio climático: BM,https://www.jornada.com.mx/2024/04/02/economia/017n2eco?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","La corrupción puede no sólo socavar las iniciativas de financiamiento de proyectos para enfrentar el cambio climático sino, aún más grave, no lograr la reparación o contención del daño causado, alertó el Banco Mundial (BM)."
Julio Hernández López: Astillero,https://www.jornada.com.mx/2024/04/02/opinion/008o1pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Fue un asesinato    político más, en esta sangrienta etapa de la contienda electoral. Sin dejar resquicios para interpretaciones alternas: Bertha Gisela Gaytán Gutiérrez fue asesinada con disparos de bala en plena calle, entre banderolas de Morena y consignas coreadas a su favor."
López Obrador justifica las protestas de músicos de banda en puerto de Mazatlán,https://www.jornada.com.mx/2024/04/02/estados/026n2est?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El presidente Andrés Manuel López Obrador justificó las protestas que llevaron a cabo los grupos que interpretan música de banda en el puerto de Mazatlán, Sinaloa, debido a que “estaban defendiendo su fuente de trabajo y se inconformaron con una decisión que la ponía en riesgo."
Alemania legaliza uso recreativo de la mariguana,https://www.jornada.com.mx/2024/04/02/mundo/023n3mun?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Berlín. Activistas defensores de la mariguana en Alemania encendieron ayer porros de celebración, cuando el país legalizó la posesión de pequeñas cantidades de cannabis para uso recreativo, a pesar de las objeciones de médicos y policías. La Asociación Alemana de Cannabis, que hizo campaña en favor de la nueva ley, convocó a una concentración en la emblemática Puerta de Brandenburgo de Berlín cuando la ley entró en vigor a medianoche. Hubo otros actos en todo el país, incluido uno afuera de la catedral de Colonia y otros en Hamburgo, Ratisbona y Dortmund. Alemania se convierte en el tercer país de la Unión Europea en legalizar la mariguana para uso personal, después de Malta y Luxemburgo. El gobierno argumentó que la legalización socavará el comercio criminal de la droga, protegerá contra impurezas nocivas y liberará a la policía para perseguir delitos más graves, al tiempo que evitará que lo usen menores de 18 años. La nueva ley legaliza la posesión por parte de adultos de hasta 25 gramos de mariguana con fines recreativos y permite a los particulares cultivar hasta tres plantas propias. La norma también pide una amnistía en la que se revisarán, y en muchos casos se anularán, condenas con delitos relacionados con el cannabis que ya no están penados. Las autoridades regionales temen que el sistema judicial se vea sobrepasado por miles de casos qué tramitar."
"Corregir errores, promete el presidente turco tras sufrir su peor derrota electoral",https://www.jornada.com.mx/2024/04/02/mundo/021n3mun?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Estambul. El presidente turco, Recep Tayyip Erdogan, prometió ayer corregir los errores que llevaron a su partido a la derrota en las elecciones locales, en las que la oposición capitalizó los problemas económicos para ganarse el apoyo de los votantes islamitas, sembrando la incertidumbre sobre sus planes de reforma."
Benda’ muxe’ busca desterrar la visión romántica que rodea a esa comunidad,https://www.jornada.com.mx/2024/04/02/cultura/a04n2cul?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","A partir de la risa, la sátira y la crítica inherentes al teatro de cabaret, la obra Benda’ muxe’ (Mi hermana muxe) se propone desmitificar la visión romantizada prevaleciente en México y el extranjero sobre esas personas, consideradas un tercer género en la cultura zapoteca del Istmo de Tehuantepec, Oaxaca."
Matan a tiros a la candidata de Morena a edil de Celaya,https://www.jornada.com.mx/2024/04/02/estados/024n1est?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Celaya, Gto.., Gisela Gaytán Gutiérrez, candidata de Morena a presidenta municipal de Celaya, Guanajuato –una de las ciudades más violentas de México en la época reciente–, fue asesinada a balazos ayer a plena luz del día durante un acto proselitista en la comunidad de San Miguel Octopan. Además, tres personas resultaron heridas."
Denuncia Álvarez  Máynez “obsceno” gasto de sus contrincantes,https://www.jornada.com.mx/2024/04/02/politica/005n3pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El candidato presidencial de Movimiento Ciudadano, Jorge Álvarez Máynez, rechazó ayer ser el aspirante que más ha gastado en el primer mes de campañas, al acusar que Morena es el partido que ha asignado “cantidades obscenas” al proselitismo."
Exportaciones de los estados subieron 2.3% al final de 2023,https://www.jornada.com.mx/2024/04/02/economia/017n1eco?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Al cierre del cuarto trimestre de 2023, el valor de las exportaciones de las entidades federativas fue de 136 mil 631.2 millones de dólares –un aumento anual de 2.6 por ciento–, apoyadas por el sector de las manufacturas, reveló el Instituto Nacional de Estadística y Geografía (Inegi)."
Hay vertederos al aire libre  en 33 de 84 ayuntamientos de la entidad,https://www.jornada.com.mx/2024/04/02/politica/013n2pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Pachuca, Hgo., Hasta octubre de 2023, la Secretaría de Medio Ambiente y Recursos Naturales de Hidalgo (Semarnath) tenía registrados basureros clandestinos o a cielo abierto en 33 de los 84 municipios de la entidad; es decir, que no cumplen con la Norma 083-Semarnat-2003."
Sequía provocó los incendios forestales: AMLO,https://www.jornada.com.mx/2024/04/02/politica/010n1pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","En las primeras horas de ayer, como informó el presidente Andrés Manuel López Obrador, se tenía el reporte de 84 incendios forestales en todo el territorio nacional. En el transcurso del día la cifra disminuyó hasta 69, de acuerdo con datos de la Comisión Nacional Forestal (Conafor)."
Tres hermanos retrata el final de un tipo de hombres misóginos: Francisco J. Paparella,https://www.jornada.com.mx/2024/04/02/espectaculos/a07n1esp?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","El cineasta argentino Francisco J. Paparella trabaja la suciedad y visceralidad de su terruño, Patagonia, y lo hace con realismo de tintes ficcionales."
Formaliza PAN propuesta al  INE para campaña de “blindaje electoral” a programas sociales,https://www.jornada.com.mx/2024/04/02/politica/006n2pol?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","La representación del PAN en el INE pidió, en un documento oficial, a la consejera presidenta Guadalupe Taddei una “campaña de blindaje electoral” para que se difunda que los programas sociales son de los mexicanos y que Morena deje de “promover la idea de que si no votan por sus candidatos se los van a quitar”."
Grupo Coppel anuncia que este año invertirá $12 mil millones,https://www.jornada.com.mx/2024/04/02/economia/019n1eco?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Grupo Coppel anunció ayer una inversión de 12 mil millones de pesos para este año, en los que se atenderán rubros como la apertura de tiendas, el impulso a las energías renovables y la transformación tecnológica."
"Esposas de Enrique VIII, en  la National Portrait Gallery",https://www.jornada.com.mx/2024/04/02/cultura/a05n2cul?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT",Londres. Seis mujeres que compartieron vida con el rey Enrique VIII serán el foco de la exposición Six Lives: The Stories of Henry VIII’s Queens (Seis vidas: Las historias de las reinas de Enrique VIII) en la National Portrait Gallery de Londres a partir del 20 de junio.
"En la obra teatral Etiopía, dos muñecas juegan a la revolución  en Argentina",https://www.jornada.com.mx/2024/04/02/espectaculos/a09n1esp?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","En una habitación que algún tiempo perteneció a la pequeña Herminia, quedaron abandonadas sus muñecas Brumaria y Germinal, que esperan a la niña; mientras, entre conjeturas y recuerdos de Herminia resurgen temas sobre las desapariciones forzadas, el exilio y la muerte, además de su propio intento de hacer una revolución."
Gobierno del Edomex combate seis incendios forestales,https://www.jornada.com.mx/2024/04/02/estados/025n4est?partner=rss,"Tue, 02 Apr 2024 10:01:57 GMT","Toluca, Méx., El gobierno del estado de México combate los incendios forestales con acciones coordinadas a través de cinco mesas interinstitu-cionales instaladas en Amecameca, Coatepec Harinas, Temoaya, Valle de Bravo y Lerma. En estas mesas se realiza el monitoreo y se establecen las acciones para combatir los seis incendios forestales que actualmente se encuentran activos en la entidad. En estos trabajos se ha utilizado tecnología de punta, drones y helicópteros del Grupo de Rescate Aéreo Relámpagos para realizar sobrevuelos de evaluación y detectar puntos de calor a fin de realizar descargas de agua; en caso de ser necesario también apoyan en el traslado de lesionados."
